time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2014-08-26T19:15:44.500Z,36.5347,-121.1198,3.5,2.6,Md,49,43.2,0.07186522,0.06,nc,nc72284791,2014-09-01T05:01:32.515Z,"22km ENE of Soledad, California",earthquake
2014-08-26T18:16:28.780Z,-6.5901,155.0698,61.19,4.8,mb,,68,3.748,0.76,us,usc000s78l,2014-08-29T05:40:32.524Z,"54km WSW of Panguna, Papua New Guinea",earthquake
2014-08-26T17:56:51.200Z,38.2365,-122.3505,7.5,2.5,Md,66,72,0.01796631,0.11,nc,nc72284741,2014-09-01T05:01:13.077Z,"8km SW of Napa, California",earthquake
2014-08-26T17:04:19.199Z,41.8905,-119.6292,0,3.15,ml,4,121.86,0.502,0.2332,nn,nn00457305,2014-09-02T20:37:41.842Z,"70km SE of Lakeview, Oregon",earthquake
2014-08-26T17:02:58.000Z,41.8293,-119.6818,0.4,2.8,Ml,,194.4,0.46712395,0.52,uw,uw60863281,2014-09-02T19:19:44.578Z,"67km SE of Lakeview, Oregon",earthquake
2014-08-26T16:05:10.000Z,35.8168,-97.4346,5,3.2,ml,,68,,0.54,us,usb000s6bc,2014-08-27T21:08:08.000Z,"6km S of Guthrie, Oklahoma",earthquake
2014-08-26T13:59:34.070Z,-23.219,-67.1626,225.61,4.6,mb,,96,1.721,0.51,us,usb000s69i,2014-08-29T05:42:42.093Z,"113km ESE of San Pedro de Atacama, Chile",earthquake
2014-08-26T13:53:35.500Z,35.521,-97.1614,7.584,2.5,ml,,146,,0.63,us,usc000s790,2014-08-28T14:26:00.090Z,"3km N of Harrah, Oklahoma",earthquake
2014-08-26T13:45:52.600Z,38.2388,-122.3425,9.2,3,Mw,210,36,0.02694946,0.15,nc,nc72284621,2014-09-02T22:43:30.460Z,"7km SW of Napa, California",earthquake
2014-08-26T13:12:19.600Z,38.1775,-122.3132,6.6,2.8,Md,78,68.4,0.05389892,0.31,nc,nc72284611,2014-08-28T04:32:14.832Z,"4km W of American Canyon, California",earthquake
2014-08-26T13:07:18.300Z,36.2141,-97.5474,5.254,2.5,ml,,64,,0.35,us,usb000s6au,2014-08-26T19:07:07.991Z,"24km WSW of Perry, Oklahoma",earthquake
2014-08-26T12:35:52.900Z,38.1803,-122.3035,11.1,2.7,Md,66,108,0.05389892,0.18,nc,nc72284591,2014-09-02T19:20:07.605Z,"3km W of American Canyon, California",earthquake
2014-08-26T12:33:16.800Z,38.1782,-122.3015,12.3,3.9,Mw,264,39.6,0.06288207,0.17,nc,nc72284586,2014-09-04T16:40:40.404Z,"3km W of American Canyon, California",earthquake
2014-08-26T12:14:59.000Z,-8.8241,124.2055,108.69,4.8,mb,,64,0.927,1.4,us,usb000s696,2014-08-29T05:42:50.493Z,"75km NNW of Kefamenanu, Indonesia",earthquake
2014-08-26T11:57:22.420Z,34.2513333,-118.4093333,7.32,2.51,ml,78,29,0.06258,0.26,ci,ci37261728,2014-08-27T08:12:49.376Z,"4km SE of San Fernando, California",earthquake
2014-08-26T11:03:47.500Z,19.2054,-64.9029,24,2.5,Md,3,331.2,0.84980626,0.09,pr,pr14238005,2014-08-29T05:39:53.540Z,"92km NNW of Road Town, British Virgin Islands",earthquake
2014-08-26T11:02:04.900Z,19.1273,-64.9535,8,3.1,Md,6,266.4,0.77165283,0.2,pr,pr14238004,2014-08-29T05:41:02.277Z,"86km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2014-08-26T09:53:41.000Z,61.1044,-152.524,14,2.5,ml,,,,1.05,ak,ak11369306,2014-08-29T05:42:15.570Z,"70km N of Redoubt Volcano, Alaska",earthquake
2014-08-26T09:30:12.630Z,-15.2322,-173.1501,10,5.6,mb,,48,1.869,1.28,us,usb000s67l,2014-09-04T15:53:42.000Z,"102km NE of Hihifo, Tonga",earthquake
2014-08-26T07:59:04.500Z,36.8546,-97.8645,3.209,2.6,ml,,83,,0.71,us,usb000s6b5,2014-08-29T05:41:05.517Z,"12km WNW of Medford, Oklahoma",earthquake
2014-08-26T05:59:53.600Z,44.3935,-125.8082,5,2.5,Ml,,298.8,1.2756077,0.89,uw,uw60862966,2014-08-29T05:39:44.324Z,"138km W of Waldport, Oregon",earthquake
2014-08-26T05:55:24.700Z,32.5661667,-115.707,9.24,2.61,ml,32,88,0.08453,0.38,ci,ci37261680,2014-08-26T16:31:40.147Z,"11km W of Progreso, Mexico",earthquake
2014-08-26T05:43:49.100Z,18.7978,-66.084,47,2.5,Md,11,219.6,0.48509025,0.15,pr,pr14238000,2014-08-29T05:41:16.767Z,"36km N of San Juan, Puerto Rico",earthquake
2014-08-26T01:26:08.390Z,64.6653,-17.4995,5,5.7,mwp,,98,1.646,1.05,us,usb000s65z,2014-09-04T15:53:41.000Z,"116km SSE of Akureyri, Iceland",earthquake
2014-08-26T00:59:17.800Z,19.3818,-155.238,2.6,2.7,Ml,,61.2,0.00898315,0.08,hv,hv60757926,2014-08-26T01:55:20.938Z,"5km S of Volcano, Hawaii",earthquake
2014-08-26T00:02:34.720Z,38.2374992,-122.3434982,7.08,2.85,md,76,74,0.02289,0.15,nc,nc72284286,2014-09-01T04:58:58.953Z,"8km SW of Napa, California",earthquake
2014-08-25T23:59:03.460Z,19.7001,-76.353,17.45,4.2,mb,,90,1.191,0.82,us,usb000s65m,2014-08-26T00:22:04.641Z,"57km SW of El Cobre, Cuba",earthquake
2014-08-25T22:54:46.730Z,67.7027,142.5266,13.37,4.9,mb,,36,7.879,0.96,us,usb000s657,2014-08-26T00:13:15.452Z,"130km WSW of Druzhina, Russia",earthquake
2014-08-25T22:48:10.820Z,-20.6319,-177.2443,203.56,4.5,mb,,151,5.291,1.23,us,usb000s656,2014-08-26T00:16:42.325Z,"151km E of Ndoi Island, Fiji",earthquake
2014-08-25T22:41:48.000Z,60.0073,-153.2286,100,2.7,ml,,,,0.87,ak,ak11369144,2014-08-25T23:15:03.413Z,"59km SSW of Redoubt Volcano, Alaska",earthquake
2014-08-25T22:24:53.000Z,63.5465,-147.3212,0.1,3.1,ml,,,,0.62,ak,ak11369129,2014-08-25T22:56:42.055Z,"83km ENE of Cantwell, Alaska",earthquake
2014-08-25T21:57:20.000Z,40.416,-123.2503,28,2.7,Md,40,28.8,0.10779783,0.15,nc,nc72284206,2014-09-03T09:09:06.412Z,"16km SSW of Hayfork, California",earthquake
2014-08-25T21:46:23.500Z,18.1611,-67.75,130,3.2,Md,16,194.4,0.62792238,0.18,pr,pr14237005,2014-08-25T22:20:33.356Z,"56km WSW of Rincon, Puerto Rico",earthquake
2014-08-25T21:41:07.570Z,36.1405,-97.3157,1.32,3.2,mb_lg,,59,0.361,0.45,us,usb000s63j,2014-08-26T15:42:30.526Z,"16km S of Perry, Oklahoma",earthquake
2014-08-25T21:32:10.930Z,67.8713,142.018,15.03,4.5,mb,,67,7.845,1.07,us,usb000s63i,2014-08-25T22:14:06.098Z,"142km WSW of Druzhina, Russia",earthquake
2014-08-25T20:03:56.700Z,31.8191667,-116.0256667,9.72,2.82,ml,9,128,0.1965,0.11,ci,ci37261584,2014-08-28T19:19:18.839Z,"52km ENE of Maneadero, Mexico",earthquake
2014-08-25T19:04:28.000Z,51.739,178.6019,97.4,2.5,ml,,,,0.52,ak,ak11368858,2014-08-25T21:30:29.704Z,"24km SSE of Little Sitkin Island, Alaska",earthquake
2014-08-25T18:53:31.200Z,19.1257,-66.4335,31,2.8,Md,11,259.2,0.65127858,0.28,pr,pr14237003,2014-08-25T22:29:03.000Z,"73km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2014-08-25T18:37:09.000Z,19.0867,-66.3926,40,3,Md,13,255.6,0.61983755,0.25,pr,pr14237004,2014-08-25T22:10:44.000Z,"68km N of Brenas, Puerto Rico",earthquake
2014-08-25T17:16:54.200Z,38.8153,-122.8278,3,2.9,Md,84,25.2,0.00898315,0.07,nc,nc72284076,2014-09-03T04:12:04.369Z,"7km NW of The Geysers, California",earthquake
2014-08-25T16:19:04.480Z,64.4491,-17.8233,10.34,4.9,mb,,92,1.54,0.59,us,usb000s61f,2014-08-25T21:28:23.311Z,"128km W of Hofn, Iceland",earthquake
2014-08-25T15:27:21.120Z,30.4076,138.2271,440.41,4.4,mb,,82,3.018,0.65,us,usb000s61a,2014-08-25T23:10:44.678Z,"Izu Islands, Japan region",earthquake
2014-08-25T14:49:44.200Z,36.3115,-96.8808,4.26,2.9,ml,,60,,0.51,us,usb000s61h,2014-08-25T19:51:35.229Z,"7km WSW of Pawnee, Oklahoma",earthquake
2014-08-25T14:36:39.000Z,51.407,177.3082,12.9,2.8,ml,,,,0.45,ak,ak11368645,2014-08-25T16:52:02.983Z,"80km SSW of Kiska Volcano, Alaska",earthquake
2014-08-25T14:31:36.720Z,-16.1982,-73.2015,59.13,5.7,mwb,,59,3.482,0.67,us,usb000s60y,2014-09-04T15:53:39.000Z,"70km NW of Camana, Peru",earthquake
2014-08-25T14:14:31.850Z,7.3612,126.6709,72.86,4.7,mb,,93,1.121,1.07,us,usb000s60w,2014-08-25T19:38:18.820Z,"11km ENE of Caraga, Philippines",earthquake
2014-08-25T13:24:31.000Z,-31.187,-67.532,110,4.2,ml,,,,2.36,us,usb000s60p,2014-08-25T19:16:18.118Z,"61km S of San Agustin de Valle Fertil, Argentina",earthquake
2014-08-25T13:22:41.700Z,36.181,-96.8755,5,2.8,ml,,60,,0.45,us,usb000s611,2014-08-25T21:36:16.042Z,"17km ENE of Stillwater, Oklahoma",earthquake
2014-08-25T13:16:42.400Z,18.8805,-65.2594,32,3,Md,15,226.8,0.57043021,0.25,pr,pr14237002,2014-08-25T22:00:05.423Z,"64km N of Culebra, Puerto Rico",earthquake
2014-08-25T12:11:07.000Z,51.7637,178.3939,104.8,2.7,ml,,,,0.38,ak,ak11368557,2014-08-25T16:54:17.231Z,"21km SSW of Little Sitkin Island, Alaska",earthquake
2014-08-25T11:56:43.280Z,-15.2513,-173.6446,10,4.7,mb,,84,2.246,0.75,us,usb000s60h,2014-08-25T13:13:41.751Z,"78km N of Hihifo, Tonga",earthquake
2014-08-25T09:59:24.000Z,59.7462,-151.6445,41.2,2.9,ml,,,,0.61,ak,ak11368530,2014-08-25T10:36:55.197Z,"9km NNW of Diamond Ridge, Alaska",earthquake
2014-08-25T07:31:43.140Z,29.8502,129.9061,105.88,4.7,mb,,73,3.368,0.63,us,usb000s5zz,2014-08-25T13:55:18.623Z,"143km SW of Nishinoomote, Japan",earthquake
2014-08-25T06:01:36.000Z,32.586,47.7833,10,4.8,mb,,123,6.891,1.11,us,usb000s5zv,2014-08-25T14:30:46.978Z,"49km ESE of Dehloran, Iran",earthquake
2014-08-25T03:12:09.800Z,18.1735,-68.0354,98,3,Md,7,212.4,0.47161552,0.31,pr,pr14237000,2014-08-25T08:05:43.263Z,"59km SE of Punta Cana, Dominican Republic",earthquake
2014-08-25T02:50:40.560Z,33.6968333,-118.2835,8.15,3.25,ml,90,77,0.01796,0.33,ci,ci37261424,2014-09-03T06:55:01.603Z,"4km S of San Pedro, California",earthquake
2014-08-25T02:42:48.500Z,19.4258,-155.6142,3,2.6,Ml,,100.8,0.02694946,0.15,hv,hv60756786,2014-08-25T07:41:29.096Z,"26km E of Honaunau-Napoopoo, Hawaii",earthquake
2014-08-25T02:27:53.000Z,60.0572,-152.8361,86.4,2.5,ml,,,,0.78,ak,ak11368369,2014-08-25T03:05:16.355Z,"47km S of Redoubt Volcano, Alaska",earthquake
2014-08-25T02:12:30.000Z,35.818,-97.4314,4.27,2.7,ml,,68,,0.46,us,usb000s65h,2014-08-27T16:15:03.569Z,"6km S of Guthrie, Oklahoma",earthquake
2014-08-25T01:42:42.630Z,-55.9483,-28.0078,103.8,5,mb,,59,5.145,0.82,us,usb000s5yn,2014-08-25T02:09:27.948Z,"97km NNW of Visokoi Island, ",earthquake
2014-08-25T00:10:05.550Z,37.3735,-98.1086,8.67,3,mb_lg,,58,0.116,0.84,us,usb000s5y1,2014-08-25T13:11:46.852Z,"12km NW of Harper, Kansas",earthquake
2014-08-25T00:04:15.740Z,-5.0101,151.4868,104.12,4.7,mb,,66,1.057,0.66,us,usb000s5xv,2014-08-25T00:32:26.398Z,"112km SW of Kokopo, Papua New Guinea",earthquake
2014-08-24T23:21:45.980Z,-14.5864,-73.5777,101,6.9,mww,,23,4.095,1.32,us,usb000s5x1,2014-09-04T15:53:38.000Z,"43km ENE of Tambo, Peru",earthquake
2014-08-24T23:17:01.330Z,33.5459,45.6925,10,4.2,mb,,123,5.213,1.23,us,usb000s5wz,2014-08-25T00:00:28.882Z,"26km SSE of Mandali, Iraq",earthquake
2014-08-24T22:32:51.980Z,19.5101,99.2564,46.45,4.4,mb,,104,1.088,0.93,us,usb000s5wt,2014-08-25T08:49:20.613Z,"16km NNE of Phrao, Thailand",earthquake
2014-08-24T21:45:44.290Z,46.4452,152.3556,76.37,4.6,mb,,134,6.619,0.87,us,usb000s5wm,2014-08-24T23:58:02.752Z,"Kuril Islands",earthquake
2014-08-24T20:56:47.800Z,18.85,-64.5599,2,2.5,Md,4,313.2,0.43298797,0.1,pr,pr14236003,2014-08-25T00:19:03.577Z,"48km N of Road Town, British Virgin Islands",earthquake
2014-08-24T20:39:13.590Z,64.5866,-17.3138,6.01,5.3,mb,,77,1.733,1.17,us,usb000s5wd,2014-08-27T22:16:00.000Z,"108km WNW of Hofn, Iceland",earthquake
2014-08-24T20:35:41.000Z,59.6789,-153.1861,100,2.7,ml,,,,0.84,ak,ak11367903,2014-08-25T00:12:23.493Z,"76km W of Anchor Point, Alaska",earthquake
2014-08-24T20:21:29.160Z,-55.3868,-28.5415,49.33,5.4,mb,,67,4.725,1.24,us,usb000s5w9,2014-08-24T23:50:48.425Z,"168km NNW of Visokoi Island, ",earthquake
2014-08-24T19:43:31.190Z,37.6685,30.593,10,5.2,mb,,43,0.186,1.07,us,usb000s5w4,2014-08-27T21:43:17.000Z,"5km ENE of Aglasun, Turkey",earthquake
2014-08-24T19:01:59.240Z,51.6226,177.0943,70.34,4.5,mb,,186,1.4,1.08,us,usb000s5vx,2014-08-25T00:08:15.186Z,"63km SSW of Kiska Volcano, Alaska",earthquake
2014-08-24T16:16:01.600Z,19.1275,-64.6065,47,2.9,Md,9,288,0.70607581,0.1,pr,pr14236001,2014-08-24T18:33:40.000Z,"78km N of Road Town, British Virgin Islands",earthquake
2014-08-24T15:55:18.140Z,32.2246667,-115.2608333,20,2.58,ml,13,187,0.1749,0.43,ci,ci37261296,2014-08-25T22:15:41.828Z,"8km W of Alberto Oviedo Mota, Mexico",earthquake
2014-08-24T15:10:48.700Z,38.2232,-122.3237,8.9,2.6,Md,62,86.4,0.02694946,0.1,nc,nc72283366,2014-09-01T04:42:57.303Z,"7km NW of American Canyon, California",earthquake
2014-08-24T15:00:13.100Z,64.5055,-17.5005,8.78,4.8,mb,,73,1.666,0.55,us,usb000s5v5,2014-08-24T19:10:02.169Z,"114km WNW of Hofn, Iceland",earthquake
2014-08-24T14:54:23.700Z,38.2032,-122.3392,9.9,2.8,Md,74,79.2,0.01796631,0.17,nc,nc72283346,2014-09-02T14:09:02.012Z,"7km WNW of American Canyon, California",earthquake
2014-08-24T14:39:59.190Z,-20.8338,-68.9879,114.22,4.6,mb,,71,0.511,0.87,us,usb000s5uy,2014-08-24T16:29:31.796Z,"138km ESE of Iquique, Chile",earthquake
2014-08-24T14:22:19.700Z,38.239,-122.3477,8.9,2.5,Md,57,72,0.12576414,0.12,nc,nc72283306,2014-09-01T04:41:53.868Z,"8km SW of Napa, California",earthquake
2014-08-24T12:48:44.000Z,51.5437,-175.8043,34.3,3.2,ml,,,,0.64,ak,ak11366934,2014-08-25T00:09:14.236Z,"69km ESE of Adak, Alaska",earthquake
2014-08-24T12:47:12.500Z,38.238,-122.3483,8.5,3.6,Mw,127,28.8,0.01796631,0.17,nc,nc72283201,2014-09-01T04:41:03.541Z,"8km SW of Napa, California",earthquake
2014-08-24T12:01:20.500Z,38.2317,-122.335,10,2.5,Md,52,93.6,0.12576414,0.1,nc,nc72283121,2014-09-01T04:40:31.356Z,"8km SSW of Napa, California",earthquake
2014-08-24T11:15:50.480Z,-5.5236,147.0757,198.88,4.7,mb,,75,3.856,1.18,us,usb000s5u6,2014-08-25T11:42:48.168Z,"132km N of Lae, Papua New Guinea",earthquake
2014-08-24T10:49:48.000Z,61.2073,-152.7055,10,2.6,ml,,,,0.79,ak,ak11366730,2014-08-24T11:11:57.023Z,"80km N of Redoubt Volcano, Alaska",earthquake
2014-08-24T10:24:44.200Z,38.2588,-122.3433,10.5,3.5,Ml,93,100.8,0.04491576,0.11,nc,nc72282751,2014-09-01T04:48:41.508Z,"6km SW of Napa, California",earthquake
2014-08-24T10:20:44.000Z,38.2202,-122.3128,11.3,6,Mw,146,28.8,0.03593261,0.16,nc,nc72282711,2014-09-04T17:35:30.628Z,"6km NW of American Canyon, California",earthquake
2014-08-24T10:18:00.000Z,51.6826,178.7023,79.3,2.5,ml,,,,0.36,ak,ak11366634,2014-08-25T00:24:55.358Z,"32km SSE of Little Sitkin Island, Alaska",earthquake
2014-08-24T09:59:19.700Z,21.0497,-155.619,7,3.5,Ml,,259.2,0.65577016,0.1,hv,hv60756346,2014-08-25T23:07:41.680Z,"50km NE of Hana, Hawaii",earthquake
2014-08-24T09:20:27.960Z,-22.8235,179.5558,594.64,4.5,mb,,90,5.245,0.68,us,usb000s5th,2014-08-25T11:35:23.616Z,"300km SW of Ndoi Island, Fiji",earthquake
2014-08-24T09:04:03.700Z,27.4259,142.7984,36.21,4.5,mb,,126,0.637,0.65,us,usb000s5tg,2014-08-24T09:27:15.000Z,"68km ENE of Chichi-shima, Japan",earthquake
2014-08-24T08:26:51.430Z,36.0026,139.8243,82.22,4.7,mb,,116,1.417,0.73,us,usb000s5tb,2014-08-25T06:17:39.228Z,"7km ENE of Kasukabe, Japan",earthquake
2014-08-24T07:12:49.610Z,45.5531,26.3116,153.29,4.2,mb,,51,0.264,0.74,us,usb000s5t6,2014-08-24T07:47:36.874Z,"11km NW of Gura Teghii, Romania",earthquake
2014-08-24T06:19:07.400Z,18.929,-64.5053,6,3,Md,7,302.4,0.52012455,0.23,pr,pr14236000,2014-08-24T08:36:30.504Z,"57km NNE of Road Town, British Virgin Islands",earthquake
2014-08-24T05:33:45.830Z,64.4886,-17.8581,10,4.9,mb,,76,1.517,1.09,us,usb000s5t3,2014-08-24T05:50:46.566Z,"130km WNW of Hofn, Iceland",earthquake
2014-08-24T04:56:09.000Z,51.6876,178.6718,83.7,2.6,ml,,,,0.29,ak,ak11368086,2014-08-25T00:14:26.638Z,"31km SSE of Little Sitkin Island, Alaska",earthquake
2014-08-24T04:29:27.990Z,-6.8939,129.6723,165.74,4.5,mb,,86,1.942,1.33,us,usb000s5sy,2014-08-24T04:48:36.280Z,"215km WNW of Saumlaki, Indonesia",earthquake
2014-08-24T03:55:56.000Z,57.6234,-151.2493,12,2.9,ml,,,,0.94,ak,ak11366297,2014-08-25T00:10:48.250Z,"71km ESE of Kodiak, Alaska",earthquake
2014-08-24T03:18:41.430Z,-33.1511,-72.0822,16.2,4.5,mb,,143,0.799,0.68,us,usb000s5se,2014-08-25T11:33:13.257Z,"44km WSW of Valparaiso, Chile",earthquake
2014-08-24T03:12:49.000Z,51.8762,178.4095,132,2.6,ml,,,,0.54,ak,ak11366256,2014-08-25T00:16:43.644Z,"10km SW of Little Sitkin Island, Alaska",earthquake
2014-08-24T02:44:51.430Z,32.5197,47.8413,10,5.2,mb,,40,6.973,0.89,us,usb000s5sb,2014-08-24T03:33:56.566Z,"52km NW of Shush, Iran",earthquake
2014-08-24T02:36:55.000Z,51.8426,178.5338,90.8,2.5,ml,,,,0.7,ak,ak11366220,2014-08-25T00:27:08.115Z,"11km S of Little Sitkin Island, Alaska",earthquake
2014-08-24T01:28:58.230Z,31.8614,47.0667,10,4,mb,,227,7.224,0.84,us,usb000s5s9,2014-08-24T09:31:41.405Z,"7km WNW of Al `Amarah, Iraq",earthquake
2014-08-24T01:23:07.000Z,60.0754,-152.7714,100,2.7,ml,,,,0.75,ak,ak11366175,2014-08-24T09:25:47.293Z,"45km S of Redoubt Volcano, Alaska",earthquake
2014-08-24T00:09:53.680Z,64.6856,-17.3507,5.41,5.3,mb,,44,6.082,0.69,us,usb000s5s0,2014-08-24T08:12:33.514Z,"113km WNW of Hofn, Iceland",earthquake
2014-08-24T00:05:58.000Z,55.6589,-161.5392,169.5,3,ml,,,,0.62,ak,ak11366120,2014-08-24T08:08:42.242Z,"74km WNW of Sand Point, Alaska",earthquake
2014-08-23T23:40:27.230Z,-6.8298,155.0862,35,4.7,mb,,118,8.253,1.27,us,usb000s5ru,2014-08-24T07:43:07.096Z,"71km SW of Panguna, Papua New Guinea",earthquake
2014-08-23T23:30:19.300Z,18.9074,-66.6676,33,2.7,Md,10,262.8,0.4464627,0.36,pr,pr14235007,2014-09-01T12:56:21.625Z,"48km N of Arecibo, Puerto Rico",earthquake
2014-08-23T22:32:23.630Z,-32.7049,-71.3967,35,6.4,mww,,30,0.419,0.9,us,usb000s5rc,2014-09-04T15:53:35.000Z,"18km WNW of Hacienda La Calera, Chile",earthquake
2014-08-23T22:02:24.000Z,19.4575,-67.874,15,3.4,Md,9,273.6,1.05372383,0.49,pr,pr14235006,2014-08-24T06:05:07.901Z,"111km NNE of Punta Cana, Dominican Republic",earthquake
2014-08-23T21:08:24.000Z,60.5699,-149.6817,35.3,2.8,ml,,,,0.88,ak,ak11365894,2014-08-24T05:10:57.662Z,"47km NNW of Bear Creek, Alaska",earthquake
2014-08-23T20:24:00.100Z,36.7365,-121.4135,6.5,2.7,Md,70,28.8,0.00898315,0.11,nc,nc72282411,2014-09-03T03:44:06.413Z,"9km SSW of Ridgemark, California",earthquake
2014-08-23T20:05:17.930Z,32.6965,47.7892,10.25,5.4,mb,,40,6.801,0.83,us,usb000s5qt,2014-08-24T08:35:26.612Z,"47km SE of Abdanan, Iran",earthquake
2014-08-23T19:58:43.920Z,8.4275,93.4486,85.8,4.7,mb,,59,3.282,0.83,us,usb000s5qq,2014-08-24T04:01:29.967Z,"52km NNE of Mohean, India",earthquake
2014-08-23T19:54:02.390Z,0.9798,97.0418,10,4.6,mb,,183,0.623,1.2,us,usb000s5qn,2014-08-24T03:56:55.176Z,"181km SSE of Sinabang, Indonesia",earthquake
2014-08-23T19:46:18.400Z,40.319,-125.4017,5.2,2.6,Md,17,327.6,0.82645006,0.15,nc,nc72282401,2014-09-03T03:15:08.271Z,"100km WSW of Ferndale, California",earthquake
2014-08-23T19:45:10.000Z,63.9563,-147.2298,1,2.9,ml,,,,0.89,ak,ak11365809,2014-08-24T03:47:58.090Z,"65km SSW of Salcha, Alaska",earthquake
2014-08-23T19:31:56.660Z,0.8917,97.1081,10,4.6,mb,,148,0.621,0.84,us,usb000s5qh,2014-08-24T03:34:34.549Z,"193km SSE of Sinabang, Indonesia",earthquake
2014-08-23T19:22:52.300Z,0.9509,97.0382,10,4.6,mb,,197,0.641,1.05,us,usb000s5qf,2014-08-24T03:25:31.797Z,"184km SSE of Sinabang, Indonesia",earthquake
2014-08-23T18:33:06.630Z,64.794,-17.3593,5,4.7,mb,,91,1.7,0.69,us,usb000s5q5,2014-08-26T17:04:13.315Z,"104km SSE of Akureyri, Iceland",earthquake
2014-08-23T18:01:55.830Z,27.4731,142.9894,26.4,4.6,mb,,144,0.809,0.49,us,usb000s5q7,2014-08-26T16:30:51.509Z,"87km ENE of Chichi-shima, Japan",earthquake
2014-08-23T17:48:55.000Z,62.6179,-149.045,61,2.9,ml,,,,0.59,ak,ak11365721,2014-08-26T16:22:27.000Z,"63km ENE of Talkeetna, Alaska",earthquake
2014-08-23T17:42:22.120Z,34.2531667,-116.7633333,3.22,2.9,ml,110,19,0.1085,0.21,ci,ci37261000,2014-08-26T16:10:09.000Z,"7km E of Big Bear City, California",earthquake
2014-08-23T17:37:26.000Z,59.7949,-152.4009,79.5,2.6,ml,,,,0.69,ak,ak11365708,2014-08-24T01:41:19.912Z,"32km W of Anchor Point, Alaska",earthquake
2014-08-23T16:34:55.240Z,41.8997,-119.6338,0,2.57,ml,3,128.69,0.498,0.09,nn,nn00457027,2014-08-24T03:45:04.291Z,"67km ESE of Lakeview, Oregon",earthquake
2014-08-23T16:25:10.400Z,18.8448,-64.554,8,2.9,Md,3,313.2,0.42849639,0.18,pr,pr14235005,2014-08-23T20:39:29.585Z,"47km N of Road Town, British Virgin Islands",earthquake
2014-08-23T15:58:42.420Z,-9.4666,114.5904,45.62,4.2,mb,,104,1.08,1.5,us,usc000s8jz,2014-08-31T20:27:52.000Z,"91km SW of Kangin, Indonesia",earthquake
2014-08-23T15:33:20.000Z,51.7563,178.3745,104.1,2.9,ml,,,,0.74,ak,ak11365637,2014-08-24T00:03:00.614Z,"23km SSW of Little Sitkin Island, Alaska",earthquake
2014-08-23T14:24:37.548Z,41.8971,-119.6293,1.5761,3.09,ml,4,122.99,0.502,0.0186,nn,nn00456999,2014-08-24T03:56:30.519Z,"69km SE of Lakeview, Oregon",earthquake
2014-08-23T14:04:24.000Z,64.665,-17.505,8,4.2,mb,,,,2.13,us,usb000s5qr,2014-08-23T22:07:06.856Z,"116km SSE of Akureyri, Iceland",earthquake
2014-08-23T13:24:34.000Z,60.0529,-140.8977,2.8,3.2,ml,,,,0.75,ak,ak11365525,2014-08-23T23:38:33.016Z,"85km E of Cape Yakataga, Alaska",earthquake
2014-08-23T12:46:14.000Z,52.5331,-166.9198,47,2.6,ml,,,,0.78,ak,ak11365471,2014-08-23T23:26:18.582Z,"139km ESE of Nikolski, Alaska",earthquake
2014-08-23T11:22:12.870Z,36.688,-97.9165,5.71,3.2,mb_lg,,89,0.19,0.22,us,usb000s5ne,2014-08-25T11:30:31.156Z,"20km SW of Medford, Oklahoma",earthquake
2014-08-23T11:06:34.080Z,35.8375,-97.4343,2.37,3.2,mb_lg,,68,0.044,0.34,us,usb000s5n7,2014-08-25T11:28:26.277Z,"4km S of Guthrie, Oklahoma",earthquake
2014-08-23T10:55:02.000Z,61.4837,-149.8818,31.6,3.1,ml,,,,0.68,ak,ak11365396,2014-08-23T22:59:07.158Z,"5km SE of Big Lake, Alaska",earthquake
2014-08-23T09:02:35.250Z,3.8135,126.993,35,4.5,mb,,115,3.044,0.8,us,usb000s5mx,2014-08-23T17:05:04.901Z,"244km SE of Sarangani, Philippines",earthquake
2014-08-23T08:37:25.500Z,18.4808,-64.6115,12,2.9,Md,3,295.2,0.06288207,0.03,pr,pr14235003,2014-08-23T16:40:06.705Z,"7km N of Road Town, British Virgin Islands",earthquake
2014-08-23T06:13:22.710Z,41.1683,67.8586,16.65,4.4,mb,,43,2.511,0.59,us,usb000s5mj,2014-08-23T14:16:11.895Z,"13km SW of Shardara, Kazakhstan",earthquake
2014-08-23T05:04:40.000Z,61.518,-150.4536,52.5,3.5,ml,,,,0.75,ak,ak11365202,2014-08-23T13:07:13.729Z,"26km W of Big Lake, Alaska",earthquake
2014-08-23T04:58:00.180Z,32.9185,47.5768,10,4.3,mb,,154,6.518,0.79,us,usb000s5lw,2014-08-23T20:31:22.628Z,"16km ESE of Abdanan, Iran",earthquake
2014-08-23T04:45:33.940Z,-20.1672,-69.1106,97.81,5.7,mb,,53,0.047,1.05,us,usb000s5lt,2014-09-04T15:53:34.000Z,"108km E of Iquique, Chile",earthquake
2014-08-23T04:40:17.760Z,36.764,-98.0148,5,2.6,mb_lg,,58,0.26,0.89,us,usb000s5lr,2014-08-23T05:45:19.211Z,"25km W of Medford, Oklahoma",earthquake
